statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
46,SD,South Dakota,2,48128,74823,1212142,849896,13221,15674,323531,235942,7882,14761,160528,141822,5648,13074,127147,101107,3642,6747,90348,64617,4622,6528,140664,81496,13113,18039,369922,224910,42441,66486,1054549,749088,10548,12503,250498,188245,6701,12695,133808,120944,5009,11653,109774,89597,3323,6201,81740,59001,4322,6137,128229,76234,12538,17297,350497,215064,2744,3868,70203,48378,1154,1316,24773,20418,600,929,13084,10679,291,605,7834,5213,178,291,6200,3113,156,218,5320,2686,365,509,12989,6266,2944,4264,85018,52151,1345,1546,39580,23942,610,1033,14039,10814,345,755,9861,6196,175,306,5068,3042,164,218,5585,2915,305,406,10882,5239,2743,4073,72575,48656,1328,1625,33451,23754,571,1033,12680,10062,294,666,7511,5312,144,240,3539,2574,136,173,6849,2346,270,336,8543,4605
46,SD,South Dakota,3,96814,158599,3641047,3626631,19534,23206,541120,697763,21509,37174,750100,814898,15874,35778,605943,607690,10745,19713,430789,412528,12189,17577,532507,466945,16963,25151,780585,626804,87430,144873,3303323,3282195,15830,18854,437978,566305,18940,33070,659253,718939,14701,33348,555861,563376,10085,18642,401414,387531,11609,16782,503555,444935,16265,24177,745260,601108,4338,6450,161304,158885,1506,1780,41548,53293,1288,1973,47500,48089,523,1134,20882,19423,338,575,16098,12823,272,382,14743,10020,411,606,20531,15234,4414,6509,166174,160618,1638,1942,47210,57538,1166,1851,41224,42823,552,1143,23920,20638,346,553,15648,13011,355,493,17954,13349,357,527,20214,13257,4970,7217,171549,183817,2066,2410,55930,73920,1403,2253,49622,53135,621,1287,26161,23675,314,518,13726,11985,225,302,10997,8660,341,447,15110,12438
46,SD,South Dakota,4,66301,123787,3990950,4066629,5596,7489,242696,333944,13375,25826,724776,812804,12240,30807,713664,749866,9184,18702,570536,564478,10862,17537,717608,670005,15044,23426,1021669,935530,61331,115562,3706807,3764267,4512,6045,199066,269671,11854,23241,642836,720403,11401,29010,661716,698541,8689,17807,537933,534321,10385,16820,682433,640374,14490,22639,982821,900954,2353,4102,136394,144003,441,599,19019,26434,708,1246,35960,43137,347,857,22538,21643,245,485,15681,15008,222,320,16661,13693,390,595,26532,24085,2487,4169,148878,152287,443,597,17115,26458,708,1235,38519,43309,424,915,26718,26026,259,459,17449,15655,304,455,22919,18925,349,508,26155,21913,2483,4056,135264,150074,641,847,26514,37814,813,1350,43419,49091,415,882,25229,25299,236,436,15153,14501,173,262,12255,10706,205,279,12692,12662
46,SD,South Dakota,5,44516,103993,3863866,3868310,1634,2785,95758,138906,7341,19291,581655,636362,8520,27748,691991,741862,6767,17547,586424,589219,8378,16301,760345,729397,11876,20321,1147691,1032563,41769,98495,3641512,3631012,1344,2332,80475,114203,6534,17632,524661,566969,8017,26391,650216,698068,6438,16844,556628,561003,8011,15688,724441,697448,11425,19608,1105090,993318,1363,2760,109568,117702,131,199,6090,11134,362,737,25866,31081,245,702,20789,21486,157,329,14865,13579,158,281,13522,13667,310,512,28432,26751,1459,2805,123011,126346,126,179,6579,10796,406,785,29482,34938,260,668,22177,22829,182,367,16906,15583,236,397,24436,20595,249,409,23428,21602,1288,2693,99342,110951,164,274,8703,13906,401,874,27510,34453,243,689,19598,20963,147,336,12889,12632,131,216,11466,11352,202,304,19172,17642
46,SD,South Dakota,6,75046,204234,9868847,10140938,831,1602,67416,102902,9115,27414,991009,1188123,16153,61298,2013136,2189433,14599,45931,2011290,2013711,15334,33046,2082459,2091724,19014,34943,2703535,2555041,71112,195255,9359501,9606005,670,1310,55110,82130,8258,25365,897815,1073848,15322,58831,1908739,2077197,13968,44407,1923339,1926046,14560,31561,1970100,1983432,18334,33781,2604397,2463349,1809,4137,223818,242995,82,142,5991,10719,402,897,39925,52696,357,1134,43569,48898,249,653,32482,33923,290,560,40699,39337,429,751,61150,57420,2424,5265,327295,333294,67,112,5161,9027,456,1018,52364,61571,496,1369,63406,67515,426,999,60299,59327,550,1029,81654,77521,429,738,64407,58331,1510,3714,182051,201638,94,180,7144,11745,401,1031,40829,52703,335,1098,40990,44720,205,525,27651,28337,224,456,30704,30771,251,424,34730,33361
46,SD,South Dakota,7,26745,74051,13838401,14251162,50,80,10181,19744,1373,4214,365240,494367,5202,20970,1922053,2230784,6059,20505,2763950,3076286,6553,14422,3667270,3740365,7508,13860,5109704,4689614,25367,70754,13299682,13683438,50,80,10181,19744,1236,3877,323629,437252,4945,20132,1837205,2133983,5752,19687,2648990,2954821,6172,13644,3530365,3578561,7212,13334,4949310,4559073,628,1546,195695,219152,0,0,0,0,76,175,17271,22479,137,453,40608,46622,120,352,39942,43462,140,290,44516,50154,155,276,53357,56434,922,2147,310169,366546,0,0,0,0,81,184,30893,39935,179,553,56570,63640,218,552,74594,80572,280,561,102971,120000,164,297,45139,62398,456,1150,228548,201177,0,0,0,0,56,153,10717,17179,78,285,28277,33160,89,266,40366,40891,101,217,33932,41803,132,229,115254,68141
47,TN,Tennessee,0,2792508,5612404,250526827,251183375,340545,451325,10476205,10705694,535073,1094331,28638979,32379623,494768,1348977,43966344,47048111,443833,1046976,52046609,52708117,437825,800113,56883915,54431571,540464,870682,58514771,53910256,2571926,5222837,234548336,235240095,284616,379333,8398732,8859128,470561,977244,25227999,28519379,458504,1261455,41009296,43963195,419672,997224,49407909,50074191,417533,765771,54154143,51813669,521040,841810,56350254,52010531,89819,156177,6443360,6395434,21800,27856,851703,719882,28611,50241,1595229,1807955,14679,35523,1235063,1293548,9051,18305,1014565,976814,7480,12238,928005,856212,8198,12014,818793,741021,113511,198578,9402896,9156388,27773,34342,1159476,937515,32433,56409,1859916,2067778,18002,44447,1612202,1689076,12068,25895,1591638,1583857,11482,19860,1770079,1670890,11753,17625,1409583,1207270,107071,190989,6575594,6786891,28156,37650,917996,909050,32079,60678,1551063,1792466,18262,43075,1344844,1395839,12093,23857,1047062,1050069,8810,14482,959692,947012,7671,11247,754932,692454
47,TN,Tennessee,1,190327,280394,3861034,1047396,43978,54465,1176358,260173,31715,52009,479395,184919,20603,38720,328416,118688,16337,25984,352128,90499,21734,30833,470255,110592,55960,78383,1054479,282523,171349,253420,3385821,939629,36787,45527,960962,217703,27281,44844,401283,158829,18218,34497,279682,104951,14999,24025,319460,83194,20449,29148,432410,103986,53615,75379,992021,270962,8546,11770,241502,48511,3232,3811,124072,19207,2126,3242,39705,12133,1004,1803,20920,5786,597,892,12508,3394,553,702,14215,2838,1034,1320,30080,5150,9273,12675,255234,52163,3390,4022,115506,19986,2159,3267,42261,12511,1091,1867,25807,6188,655,978,17451,3519,635,834,19437,3254,1343,1707,34770,6704,9705,14299,219978,55603,3801,4916,99889,22483,2275,3898,35850,13578,1294,2356,22926,7548,683,981,15216,3785,650,851,18407,3351,1002,1297,27688,4856
47,TN,Tennessee,2,474670,839700,11152109,8278026,119124,157579,2839420,2068210,100667,211491,1990806,1769040,71275,175066,1509092,1251218,46789,92858,1105162,822775,45929,72689,1249108,808803,90886,130017,2458518,1557977,429508,767262,9875777,7492004,100758,134470,2250720,1747737,88870,189233,1727815,1562658,65095,161150,1356035,1143522,43548,87184,1019383,766587,43660,69492,1171163,769303,87577,125733,2350659,1502194,18874,30216,539411,326112,7157,9003,230970,123043,5251,9572,125587,91896,2497,5682,60931,42987,1399,2476,39282,24307,1043,1464,33501,17990,1527,2019,49137,25886,22243,34525,726713,387434,9005,10885,365154,157667,5809,10485,138000,101608,2839,6352,71824,49687,1549,2746,44363,26758,1164,1608,42441,20109,1877,2449,64929,31602,22919,37913,549617,398587,9361,12224,223546,162804,5988,11773,124990,104773,3341,7564,81232,58007,1692,2928,41415,29429,1105,1589,35503,19390,1432,1835,42928,24180
47,TN,Tennessee,3,735858,1292647,26944360,27134893,126304,160626,3692854,4451074,173439,318091,5832236,6428532,127180,299493,4643142,4741239,102056,194569,3911979,3833678,98420,153659,4086163,3696672,108459,166209,4777984,3983695,672782,1193486,24574071,24826433,105578,134809,2975017,3715825,153199,284397,5110073,5677252,118306,280527,4299868,4410473,96404,184644,3682188,3622811,94342,147815,3901396,3544689,104953,161294,4605527,3855380,24075,37994,962600,876995,7480,9593,288578,263959,8085,13282,304417,299177,3374,7320,132695,124480,1993,3428,84713,73584,1593,2238,75651,58945,1550,2133,76543,56848,30338,46166,1187515,1105494,10459,12735,389700,369620,9707,15417,348710,358982,3775,8111,151954,140842,2434,4315,100142,90434,1977,2833,95015,73099,1986,2755,101993,72515,32738,52995,1182773,1202965,10267,13082,328137,365628,10533,18277,373452,392297,5099,10855,191319,189923,3218,5610,129648,120432,2101,3011,89752,78883,1520,2160,70463,55799
47,TN,Tennessee,4,459644,881865,27312896,28251567,34454,49782,1559883,2066603,99686,193760,5306793,6084445,86576,216711,5004492,5319036,77696,159528,4742922,4790977,77444,130802,5049102,4789469,83788,131282,5649702,5201035,424944,822080,25292503,26123803,28171,41044,1231615,1687788,87453,172920,4657342,5334825,80274,202433,4634291,4931204,73751,152328,4495546,4547717,74340,126085,4833318,4597272,80955,127270,5440388,5024994,13905,23358,804073,854016,2530,3391,114596,153080,5386,8869,287045,330945,2445,5523,148488,151299,1360,2406,94805,83792,1049,1572,73703,64674,1135,1597,85434,70223,17317,29359,1030046,1066252,3165,4170,163160,191261,6125,10142,330693,376939,3004,6982,180964,185863,1719,3237,109773,106513,1608,2431,118553,100051,1696,2397,126900,105623,17383,30426,990345,1061511,3118,4568,165107,187553,6108,10698,318757,372679,3298,7296,189236,201968,2226,3963,137601,136745,1496,2286,97230,92145,1137,1615,82413,70417
47,TN,Tennessee,5,290245,648709,24177446,25151704,10675,18083,618543,908365,54207,126535,4004168,4679938,55913,165014,4530607,4852423,53379,129478,4494510,4634414,54730,105477,4873791,4749448,61341,104122,5655825,5327113,270776,610161,22642430,23468144,8568,14785,506249,729169,47587,113644,3526287,4108283,52125,155307,4224100,4523872,50801,124051,4268625,4410843,52465,101526,4661500,4552167,59230,100848,5455667,5143807,8096,15403,637865,700108,873,1258,47441,74222,3081,5595,225908,266191,1547,3879,126629,134236,962,1967,86339,83731,777,1375,72384,67403,856,1329,79162,74323,10409,19820,840809,900752,1099,1543,60009,93166,3490,6308,255435,301282,1979,5073,163245,171832,1268,2660,115188,110177,1273,2209,122857,111369,1300,2027,124072,112925,9060,18728,694207,782807,1008,1755,52284,86030,3130,6583,222446,270372,1809,4634,143261,156719,1310,2767,110696,113393,992,1742,89433,85911,811,1247,76085,70380
47,TN,Tennessee,6,455090,1154902,59697462,61956678,5514,10044,450708,683335,62564,159217,6919734,8277285,95036,316770,11933526,12981030,99645,286175,13339302,13753444,93498,199873,12938991,12840718,98833,182823,14115199,13420865,427493,1091611,56239297,58193811,4366,8109,361519,539128,54966,142653,6109107,7267126,88863,298597,11164795,12136395,94914,274376,12705803,13096526,89071,191170,12285943,12218352,95313,176706,13612127,12936282,11673,25785,1426964,1590003,470,720,34153,58921,3814,7751,399127,508551,2658,7664,324597,364374,1763,4336,241269,246160,1507,2818,212465,211341,1461,2496,215351,200653,16159,36370,2099354,2224173,583,889,45653,73942,4165,8623,467482,557664,3627,10637,452186,500065,2652,6673,369666,373993,2815,5511,427844,398486,2317,4037,336522,320022,11438,26921,1358810,1538692,565,1046,43535,70265,3433,7941,343144,452494,2546,7536,316544,344568,2079,5126,263832,282924,1612,3192,225203,223879,1203,2080,166549,164560
47,TN,Tennessee,7,186674,514187,97381516,99363109,496,746,138436,267932,12795,33228,4105844,4955462,38185,137203,16017066,17784475,47931,158384,24100604,24782327,46070,106780,28216503,27435866,41197,77846,24803062,24137045,175074,484817,92538434,94196269,388,589,112648,221775,11205,29553,3696088,4410403,35623,128944,15050522,16712774,45255,150616,22916901,23546509,43206,100535,26868410,26027897,39397,74580,23893862,23276909,4650,11651,1830942,1999688,58,80,11890,27446,868,1930,213437,299060,1154,3652,420801,470383,977,2800,455645,461843,958,2069,446084,433019,635,1120,283083,307934,7772,19663,3263221,3420116,72,98,20291,31871,978,2167,277332,358788,1687,5425,566219,634597,1791,5286,835051,872461,2010,4434,943930,964519,1234,2253,620395,557877,3828,9707,1579860,1746723,36,59,5496,14285,612,1508,132423,186270,875,2834,400324,437103,885,2482,348651,363357,854,1811,404162,443449,566,1013,288803,302257
48,TX,Texas,0,11459519,24010808,1119354975,1148394400,1488090,2002629,46968995,46565929,2385604,4903493,134539073,154481927,2255487,6353434,220462316,237587735,1865380,4666849,240817539,249319593,1652055,3150879,235368286,232332093,1812903,2933524,241198764,228107120,10585929,22415336,1052509191,1079628265,1278831,1731618,38619991,39385753,2104926,4387091,118099579,135483457,2095145,5951558,205891209,221862814,1773526,4469384,229759669,238318890,1585424,3037303,226273684,223308692,1748077,2838382,233865056,221268657,255743,451960,22352811,21131994,63665,80584,3097254,2240861,83705,146426,5308739,5917303,44340,108827,4969837,4659396,24542,53394,3272293,3203934,19697,33380,3181335,2910153,19794,29349,2523351,2200344,310526,563039,25856764,26448921,74799,93434,3224410,2648093,102328,180987,6419753,7344537,57016,146943,5895645,6484534,30038,67690,4247390,4159739,22426,38863,3352092,3342226,23919,35122,2717471,2469789,563064,1032433,40989019,42317213,134460,177577,5124593,4532083,178350,335415,10019739,11653932,103326,254933,8675461,9240386,61816,129775,6810479,6840963,44205,74713,5742509,5681174,40907,60020,4616236,4368672
48,TX,Texas,1,751524,1084093,16351090,4110851,193054,231592,5839317,1135105,130125,201557,2174769,756203,82968,153294,1497531,469562,71480,115026,1371620,397677,86715,122108,1738075,453777,187182,260516,3729776,898524,681649,987361,14319367,3717065,165601,198555,4819416,973707,113466,175937,1837408,659163,75100,139259,1318846,424525,66438,107586,1245775,369786,81999,115953,1593094,429588,179045,250071,3504825,860293,23215,31388,946282,129477,9275,10903,557489,54859,5704,8505,130721,32231,2597,4414,77586,14332,1601,2391,50113,8506,1558,1983,54094,7958,2480,3192,76277,11588,24798,33736,793892,138345,9421,10937,425786,55200,6225,9248,126502,35615,2731,4877,62534,15364,1728,2584,47838,9444,1704,2237,46757,8732,2989,3853,84473,13988,45077,62996,1237829,255440,18032,22100,594113,106197,10434,16372,210858,61425,5137,9158,116150,29673,3314,4856,78006,18446,3012,3918,98223,15456,5148,6592,140476,24241
48,TX,Texas,2,2092718,3994094,48845629,36542635,551430,763681,13423754,9555885,471783,1033696,9722532,8326380,344102,909875,7560942,6082312,238151,522382,5497795,4179985,203533,348644,5132079,3560497,283719,415816,7508525,4837574,1913857,3684744,43646548,33438803,481968,672813,11104225,8354030,421357,931711,8537947,7441296,318080,846874,6900799,5628832,225091,496921,5123321,3955154,194521,334982,4830580,3405862,272840,401443,7149672,4653627,52289,84646,1727133,908644,21047,26474,837479,367280,14858,27364,372833,259495,6915,15824,198538,119913,3704,7074,114719,63517,2670,3888,94341,45945,3095,4022,109221,52491,60707,100495,1898534,1057295,23472,29295,876869,410154,17685,33570,430772,310586,8428,19844,221838,146396,4074,7910,125503,70099,3034,4587,112439,51953,4014,5289,131110,68105,118154,208855,3300546,2046536,45990,61573,1442659,791700,32741,68415,753811,574497,17594,43157,438304,307082,8986,17551,248970,154731,5978,9075,189059,102681,6865,9084,227741,115842
48,TX,Texas,3,2860768,5412049,104352101,104694208,517435,678166,15388919,18053124,724377,1392383,24363152,26676548,532029,1361850,19622245,19736168,401718,870348,15661670,14901092,353220,603902,14419123,13110741,331989,505400,14896989,12216532,2633496,5036590,95536112,96393808,445874,587350,12739016,15526652,647322,1258765,21590124,23815944,497555,1283118,18247103,18456442,382558,834066,14839494,14190828,339957,584012,13809832,12619302,320230,489279,14310540,11784637,63160,101437,2664104,2287161,20811,26709,910749,724381,22266,37381,842885,822329,8643,19000,361388,319462,4468,8374,201905,164255,3541,5234,170712,130610,3431,4739,176462,126122,78097,126049,3171880,2836664,26688,33478,1102111,938269,27057,45843,981062,1000434,10496,24002,431805,389171,5541,10728,240293,203443,4049,6139,195647,148848,4266,5859,220959,156496,149175,249410,5644107,5463736,44873,57338,1547791,1588202,49998,87775,1791965,1860169,23978,54730,943336,890554,13619,25554,581881,506820,9214,13751,413643,342591,7493,10262,365488,275398
48,TX,Texas,4,1788132,3526039,104796420,109777755,147198,205310,6474940,8837285,433380,819487,22916153,26445827,376991,956694,21918420,23148476,301287,665505,18248128,18573439,265079,469998,17174041,16372972,264197,409045,18064734,16399755,1649833,3288703,96818952,101299258,122086,171972,5209051,7322375,380862,731945,20135131,23224573,350354,896715,20310232,21508283,286443,637453,17298102,17657907,255175,454456,16475941,15762343,254913,396162,17390492,15823774,37529,64664,2211157,2308218,7036,9419,357192,427267,14987,25273,798128,922229,6997,16014,430611,431311,3248,6257,220608,201213,2539,3911,200162,157004,2722,3790,204453,169190,46079,79995,2602130,2836398,9060,11712,404226,548674,18007,30279,961565,1110191,8687,20758,527498,537792,4045,7919,258033,250470,2916,4626,208032,180236,3364,4701,242773,209032,92220,157341,5375337,5642098,16052,21626,861662,966235,34511,57263,1819457,2111061,17950,39221,1080690,1102399,10799,20133,691992,665061,6988,10916,490066,430392,5920,8182,431468,366947
48,TX,Texas,5,1100435,2434953,90792002,95343700,47867,73543,2762842,4080446,234159,507010,17284534,20227937,237039,679924,19166928,20564344,195906,481866,16489527,16993746,182057,352406,16144577,15802402,203407,340204,18943592,17674824,1018708,2277915,84463210,88276342,38566,60265,2255638,3287841,202348,448868,15002222,17478640,219583,636107,17765796,19047969,186287,461815,15659310,16159534,175233,340819,15503359,15210317,196691,330041,18276882,17092038,23185,43113,1849913,2006739,2905,3771,164345,249639,9170,16141,663672,791364,4729,11783,403626,411913,2458,5168,224015,213153,1828,3074,183151,158924,2095,3176,211102,181744,29691,56236,2290116,2572163,3648,4736,197646,311095,12112,21096,880349,1048449,6240,16336,504169,543921,3030,6582,263788,264036,2168,3717,204677,188471,2493,3769,239486,216188,52036,100802,4038675,4495194,5653,8542,309557,481508,19699,37046,1401962,1700846,11216,27481,896961,972452,6589,13469,566428,570175,4656,7870,436540,403613,4223,6394,427223,366597
48,TX,Texas,6,1897690,4829824,250680683,262099002,28320,46423,2214561,3573310,309849,745251,34581342,41585385,450909,1473625,57432888,62644263,400296,1154909,54176828,56171875,347829,749160,49296847,48552536,360487,660456,52978214,49571632,1774904,4551884,235797109,245296828,22501,37516,1784912,2837927,268506,660289,30178559,36031183,419038,1381882,53531922,58234250,381615,1108455,51679314,53564013,334514,723239,47392121,46686309,348730,640503,51230280,47943144,37698,80358,4762184,5209823,2295,2957,185259,298130,12894,23962,1386758,1750913,9310,26004,1199562,1298910,5202,12912,757779,737641,4245,8105,656936,603068,3752,6418,575886,521158,47403,104704,5776875,6521534,2257,2956,164670,286751,16364,30649,1775020,2208297,12817,36956,1582448,1784363,6747,17374,894144,952307,4790,9322,688209,675189,4428,7447,672381,614626,75383,173236,9106698,10280638,3562,5951,264978,448630,24979,54313,2627762,3345904,19054,54787,2318518,2625649,11934,29080,1603369,1655554,8525,16599,1216517,1191037,7329,12506,1075552,1013861
48,TX,Texas,7,968252,2729756,503537047,535826246,2786,3914,864659,1330772,81931,204109,23496587,30463644,231449,818172,93263358,104942608,256542,856813,129371968,138101776,213622,504661,131463542,134479167,181922,342087,125076931,126508276,913482,2588139,481927890,511206158,2235,3147,707730,1083217,71065,179576,20818184,26832655,215435,767603,87816508,98562510,245094,823088,123914351,132421665,204025,483842,126668754,129194969,175628,330883,122002360,123111140,18667,46354,8192036,8281930,296,351,84738,119302,3826,7800,1113739,1338739,5149,15788,2298523,2063552,3861,11218,1703151,1815646,3316,7185,1821936,1806640,2219,4012,1169947,1138048,23751,61824,9323333,10486519,253,320,53099,97946,4878,10302,1264481,1630962,7617,24170,2565349,3067524,4873,14593,2417787,2409938,3765,8235,1896329,2088795,2365,4204,1126285,1191352,31019,79793,12285822,14133567,298,447,103829,149608,5988,14231,1413920,2000027,8397,26399,2881499,3312573,6575,19132,3039829,3270173,5832,12584,2898457,3195402,3929,7000,1948284,2205783
49,UT,Utah,0,1282163,2856598,135422724,131928946,224957,287616,8214414,7624000,264410,573387,16586958,18768790,243209,808892,28450842,29014205,190028,547109,31366265,29872046,152569,297118,24881618,22681145,206990,342476,25922625,23968757,1190178,2690676,128119916,125028281,193465,246941,6768014,6589971,236115,519360,14921503,16886100,230301,773752,27224964,27694347,182744,530329,30244540,28830021,147102,287592,23819847,21716485,200451,332702,25141046,23311354,42949,79723,3202718,3277932,12240,16172,420027,428621,14546,27620,854332,993856,6563,18012,655200,682025,3532,8188,476261,454243,2886,4943,442004,403472,3182,4788,354892,315712,45990,80848,4177055,3738758,15476,18847,884935,457573,13824,24784,849211,933985,6394,17594,690310,729697,3682,8875,625700,587762,3026,5389,703342,648050,3588,5359,423555,381688,45995,85074,3125752,3161906,16016,21828,561464,576455,14471,29243,816243,948703,6514,17546,535567,590160,3602,7905,496024,454262,2441,4137,358429,316609,2951,4415,358022,275714
49,UT,Utah,1,69801,96976,2257631,382106,25604,28454,1264267,153874,11053,17117,193551,61382,6649,13013,141909,35638,4551,7779,113727,23562,5133,7094,139687,25420,16811,23519,404487,82227,61645,86352,1790045,336480,21123,23512,893339,127264,9494,14652,164285,52916,5988,11767,125510,32104,4205,7228,102779,21809,4781,6631,124725,23731,16054,22562,379406,78654,3370,4577,89703,18893,1573,1825,45080,9481,764,1204,15799,4250,340,625,9087,1881,180,272,4674,938,182,234,4464,844,331,417,10597,1498,4838,6063,353853,26929,2844,3064,298458,16526,854,1340,14985,4646,331,577,8990,1823,181,286,6900,920,191,250,7826,904,437,546,16692,2107,3318,4561,113732,18696,1637,1878,72470,10083,705,1125,14280,3820,330,669,7408,1710,165,265,4047,832,161,213,7135,784,320,411,8388,1465
49,UT,Utah,2,167643,255030,4691824,2960824,70291,80712,2074901,1237326,30277,52993,685227,543658,17568,42726,454804,313543,11485,23455,316785,204538,10704,16306,323438,189107,27318,38838,836666,472649,149793,229934,4030471,2648204,60234,68985,1660156,1062079,26342,46432,576870,473417,16087,39470,410780,287411,10697,22043,292194,190803,10090,15433,296160,178483,26343,37571,794309,456008,7975,11728,226249,140053,3934,4699,108336,68998,2135,3516,52893,38099,738,1751,21394,12970,356,667,11966,6077,327,459,11544,5693,485,636,20114,8213,9459,12988,408869,164077,5327,6096,274439,91468,2139,3421,60699,37943,732,1612,21693,12784,402,731,14043,6985,346,461,16793,6007,513,667,21199,8886,8391,12108,252483,148541,4730,5631,140306,83777,1796,3140,47657,32297,749,1644,22329,13347,386,681,10547,6748,268,412,10485,4616,462,600,21157,7754
49,UT,Utah,3,304966,515683,11322725,11334864,88517,110262,2567685,3148590,76942,133160,2673652,2906738,44436,107955,1755130,1694563,30651,64068,1291108,1169734,26038,41195,1187796,988905,38382,59043,1847351,1426332,278892,475536,10350933,10381197,77235,95635,2191363,2748052,68589,119465,2375314,2594030,41693,101941,1641349,1591594,29136,61325,1224631,1113138,25043,39755,1133427,952179,37196,57415,1784847,1382201,11317,17999,421264,413595,4197,5512,138322,148602,4033,6783,142518,150169,1337,2992,55268,50381,613,1118,27388,22689,554,810,29014,20377,583,784,28751,21376,12090,18365,477851,438636,5060,6413,198013,177467,4026,6406,144593,149516,1261,2818,50233,47164,687,1233,29338,25395,459,677,25112,16911,597,818,30559,22181,13984,21782,493939,515029,6222,8214,178307,223069,4327,7289,153744,163190,1482,3196,63548,55804,828,1510,37138,31201,536,763,29256,19814,589,810,31944,21949
49,UT,Utah,4,217054,454045,12923084,13402267,26670,41478,1153367,1604572,58580,123375,3143890,3604106,43422,122402,2673306,2698110,29603,69460,1899647,1839223,24722,43182,1647107,1535451,34057,54148,2405765,2120803,202138,426212,12108667,12485969,23005,35717,999423,1382954,52587,111969,2828174,3235285,41086,116583,2537637,2553403,28422,67181,1820485,1766248,23967,42029,1594370,1488500,33071,52733,2328575,2059575,6974,13525,395031,430760,1510,2428,63708,92184,2957,5815,160160,182784,1104,2872,68625,68582,538,1102,34708,33154,432,678,33475,26894,433,630,34354,27160,6557,11920,369823,403359,1453,2063,61026,87847,2689,4823,140599,165472,1017,2670,64088,63073,508,1057,35384,31443,360,543,26217,22385,530,764,42506,33137,8359,15913,444593,512939,2212,3698,92916,133770,3304,6583,175116,203348,1319,3149,71580,81634,673,1222,43777,41530,395,610,26518,24564,456,651,34683,28090
