statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
09,CT,Connecticut,1,95905,129244,2282543,506723,19530,22192,810531,113197,15080,22550,254504,83356,9962,17426,186716,54448,7690,11678,158248,40698,10809,13872,237269,54015,32834,41526,635272,161008,89476,120853,2091190,471758,17449,19811,726434,101201,13510,20253,222563,74640,9255,16292,170945,50672,7225,11014,145459,38242,10329,13295,222326,51382,31708,40188,603460,155619,4077,5087,164693,22056,1436,1593,92670,8271,972,1247,24778,5138,456,720,12671,2483,276,394,6117,1470,290,362,10127,1541,647,771,18328,3150,3714,4797,125686,20182,1229,1375,60723,7044,917,1305,18939,5045,395,618,8796,2132,274,395,8015,1408,261,327,9749,1469,638,777,19461,3081,2715,3594,65665,14783,852,1006,23373,4951,653,992,13000,3670,312,516,6974,1642,191,269,4773,1047,219,250,5194,1163,488,561,12349,2307
09,CT,Connecticut,2,196831,308774,5186027,3434783,46683,54402,1375214,817139,38611,68051,846441,682137,27618,62329,639979,486273,19135,36413,501890,337863,20186,29205,573371,353903,44598,58374,1249130,757467,183673,289066,4786177,3206670,42159,49099,1224243,738689,34836,61850,748137,616277,25871,58563,593713,455832,18193,34722,470457,321475,19411,28137,547264,340282,43203,56695,1202360,734114,8510,11885,398726,148669,3551,4021,243469,62599,2192,3381,54650,38355,921,1913,28011,15995,532,889,17706,9228,465,629,19375,8016,849,1052,35513,14474,7655,11450,251911,132592,2700,3136,103720,46808,2162,3504,60493,37820,998,2185,26393,17181,522,980,16844,8994,424,596,13727,7481,849,1049,30732,14306,5503,8258,147938,95520,1824,2167,47250,31641,1613,2697,37810,28039,749,1581,19872,13259,420,711,14588,7393,351,472,12378,6139,546,630,16037,9046
09,CT,Connecticut,3,331986,527600,12842760,12343425,56318,63571,1898128,2003945,81075,125261,2785129,3040841,54754,118873,2061129,2057955,42410,80714,1675272,1596213,43278,63421,1891960,1638154,54151,75760,2531140,2006315,311587,498649,12013016,11587943,50625,57194,1675165,1799917,73738,114942,2512369,2764361,51852,113136,1943753,1948742,40832,78004,1605364,1537305,41938,61593,1823966,1588400,52602,73780,2452398,1949215,12726,16928,931095,468474,4812,5187,583902,173225,4059,5481,161440,151503,1390,2713,57366,51527,825,1385,37753,30676,769,1031,40815,28573,871,1131,49818,32968,11051,15561,465546,406292,3318,3696,132474,118483,3923,5410,153734,146543,1445,2934,59868,53889,766,1376,34742,28516,687,963,36364,25424,912,1182,48361,33434,9348,13390,364197,349188,2375,2681,90488,85543,3414,4909,119025,129936,1457,2803,57508,55322,812,1334,35166,30390,653,865,31628,24329,637,798,30380,23665
09,CT,Connecticut,4,249632,403106,15215608,15432262,18748,20748,858168,1133267,57450,82668,3097652,3522039,44132,93387,2609429,2722328,36523,70657,2256995,2264039,41132,62957,2734684,2560349,51647,72689,3658677,3230238,234856,382056,14356182,14522223,16289,18010,740257,984119,51476,74763,2777753,3153500,41653,88620,2455553,2569487,35103,68192,2164635,2176608,40012,61426,2656050,2490990,50323,71045,3561931,3147516,8732,11845,528194,539017,2375,2534,125524,145727,3260,4267,176270,202055,1049,2036,67321,64663,629,1090,42334,38661,582,834,50070,36058,837,1084,66672,51850,8056,11759,479403,497604,1490,1666,76513,90427,3231,4411,173878,200267,1301,2664,83613,80463,692,1255,45579,42832,528,739,38045,32795,814,1024,61773,50817,6720,9291,380022,412435,969,1072,41397,58721,2743,3494,146021,168271,1178,2103,70262,72377,728,1210,46780,44597,592,792,40588,36563,510,620,34972,31905
09,CT,Connecticut,5,173705,315495,14814681,15064623,6449,7381,390645,546848,31943,50937,2401860,2755446,29830,71179,2448827,2586805,27525,59990,2319668,2389116,33066,57143,3013720,2876191,44892,68865,4239958,3910215,164866,301666,14095181,14301582,5524,6315,337656,468436,28401,45937,2144225,2450108,28215,67855,2315159,2446672,26621,58259,2231900,2310906,32309,55928,2935292,2810684,43796,67372,4130946,3814773,5740,8403,476159,495022,1034,1104,77810,88239,2288,3019,168550,196877,762,1600,62281,66238,436,851,38461,37654,499,770,50336,43423,721,1059,78718,62588,5032,7944,414305,435110,571,662,32220,48570,2114,3007,153519,182496,897,1905,73702,77844,404,825,43543,34972,378,624,43698,32936,668,921,67620,58290,3807,5885,305195,327930,354,404,20769,29840,1428,1993,104115,122841,718,1419,59965,62288,500,906,44223,43237,379,591,34729,32570,428,572,41391,37151
09,CT,Connecticut,6,317792,734296,43564712,44444930,2748,3512,224282,342635,40365,82863,4580378,5457010,59539,181365,7884476,8417639,59436,168971,8232686,8469203,71196,149413,10302530,10048672,84508,148172,12340358,11709768,305365,710812,42007227,42737534,2278,2919,187711,283005,35854,75266,4089831,4847974,56834,174718,7538280,8039113,58017,165766,8041671,8272652,69830,146991,10104765,9857296,82552,145152,12044968,11437492,8814,15891,1142488,1219741,642,707,55010,82997,3095,4737,334912,420183,1581,3861,209559,222835,868,2019,124838,122984,1131,2131,180260,161303,1497,2436,237907,209437,7688,14279,976601,1063250,304,367,23653,38242,2896,4716,321561,393643,1673,4066,216158,236738,783,1791,105234,109850,741,1330,109206,104274,1291,2009,200786,180499,4739,9205,580883,644146,166,226,12917,21387,1615,2881,168986,215391,1032,2581,130037,141787,636,1414,85780,86700,625,1092,88557,87102,665,1011,94603,91777
09,CT,Connecticut,7,187525,526673,117985940,111367265,257,292,65199,123078,11738,28331,3522589,4395457,37610,132367,18907009,19302129,47998,168530,33678536,31302040,48872,120580,36574184,32909715,41050,76573,25238421,23334843,180680,510261,114568514,107705715,222,254,60072,112008,10157,25112,3011371,3786014,35743,126923,17928909,18238899,46842,165085,32934279,30532088,47766,118163,35972651,32276726,39950,74724,24661230,22759977,5654,12869,3058802,3027647,82,85,13200,23604,1072,1918,302681,376526,1188,3428,512040,547974,878,2628,515077,532501,1316,2819,1042867,929930,1118,1991,672935,617111,4975,11942,2722349,2866953,35,38,5127,11070,1224,2432,425161,482016,1432,4218,834632,905259,804,2401,599926,616151,684,1501,411893,405215,796,1352,445608,447240,1870,4470,695076,794596,0,0,0,0,357,787,86057,127426,435,1226,143467,157970,352,1044,144330,153800,422,916,189638,227772,304,497,131581,127625
10,DE,Delaware,0,425902,815973,39573915,39533559,43746,53546,1284476,1347588,72171,134725,3837263,4334557,70298,187074,6010028,6459995,59473,141136,7162994,7358585,70825,126516,9210431,8997387,109389,172976,12068720,11035444,400299,772524,37405000,37343965,39260,48160,1141424,1205253,65393,123279,3470819,3918186,66315,177954,5700077,6132565,56924,136051,6886214,7091884,67322,120569,8669495,8442470,105085,166511,11536968,10553605,17321,28235,1366069,1343452,3863,4573,148901,134167,5375,8620,308069,352201,2619,6128,226041,246209,1528,3017,151999,159027,1505,2398,254851,205210,2431,3499,276204,246636,21305,35915,1888000,1905917,3620,4309,117304,114471,5572,9197,309461,351054,3229,7340,260207,277157,2074,4186,235049,223770,3035,5188,481519,498893,3775,5695,484457,440570,4298,7534,280914,283675,866,1077,25747,27863,1206,2249,56982,65316,754,1780,49744,50271,475,899,41729,42931,468,759,59416,56023,529,770,47294,41268
10,DE,Delaware,1,25958,37416,515810,141525,5833,7109,149994,34546,4410,7415,67530,24889,2817,5382,44788,15685,1912,3013,33129,10332,2835,3809,61602,14489,8151,10688,158765,41583,23844,34492,461731,129974,5168,6319,130257,30725,3899,6609,58961,22079,2552,4925,39552,14286,1765,2786,30752,9512,2670,3603,54801,13635,7790,10250,147406,39736,1450,1976,39327,8033,505,602,15861,2963,329,505,8397,1839,169,294,2997,1026,101,148,2662,557,100,121,3325,453,246,306,6083,1193,1759,2395,46242,9536,555,655,16844,3201,420,648,7446,2290,208,347,3921,1074,117,181,1879,624,139,178,6286,705,320,386,9864,1638,355,529,7837,2014,110,135,2892,619,91,158,1122,519,57,110,1313,324,30,46,497,194,26,28,515,148,41,52,1494,208
10,DE,Delaware,2,60623,100161,1453433,1062958,14496,17914,337320,253755,11732,22852,238099,207615,8281,20229,182490,146387,5182,10235,122051,91310,5930,8823,164433,105058,15002,20108,409037,258831,56284,93329,1335584,987854,13026,16137,297544,228053,10603,20788,212605,187974,7696,18881,167493,136241,4850,9654,113379,85574,5663,8431,154446,100405,14446,19438,390114,249604,3182,4857,101408,55185,1211,1434,45070,21018,842,1513,21524,14721,380,831,10523,6661,225,419,7113,3953,166,216,5505,2787,358,444,11669,6043,3519,5456,97227,61010,1195,1425,32849,20934,914,1633,21159,15942,464,1052,12416,7998,262,471,6968,4573,219,314,8635,3783,465,561,15199,7778,820,1376,20621,14094,275,352,6927,4767,215,431,4334,3698,121,296,2580,2147,70,110,1704,1162,48,78,1351,869,91,109,3723,1449
10,DE,Delaware,3,103711,175001,3854669,3835089,17248,20592,478761,605034,23913,41131,803785,888977,17651,41753,642352,662063,12026,23242,466558,455008,13352,19858,579753,503912,19521,28425,883458,720092,97528,165373,3621375,3607789,15666,18714,432970,549406,21944,37975,734638,815582,16732,39736,607827,627619,11505,22287,444136,435122,12832,19138,554127,484423,18849,27523,847674,695634,4534,6781,174218,165476,1368,1621,47927,48127,1569,2392,56587,58163,584,1247,22785,21558,321,584,13639,12167,257,350,11713,9533,435,587,21565,15926,4892,7551,187040,179684,1233,1458,36474,43287,1567,2478,55540,58365,703,1518,26346,26373,407,757,17561,15491,421,587,21379,15749,561,753,29738,20416,1291,2077,46253,47616,349,420,9316,12340,402,678,13605,15029,216,499,8178,8070,114,198,4860,4394,99,133,4246,3740,111,149,6045,4041
10,DE,Delaware,4,69369,121515,4227159,4275631,4214,5184,183003,252259,13948,23418,751674,851891,12233,28666,709434,751777,9858,19513,609176,610005,11915,18952,791022,738345,17201,25782,1182848,1071351,65341,115147,3980528,4027550,3693,4559,161339,220969,12622,21339,679953,770054,11523,27182,668132,708131,9461,18830,580644,585509,11453,18285,754610,709572,16589,24952,1135847,1033311,2739,4182,158896,169214,476,551,20804,29059,1042,1522,55112,64167,468,1016,29009,28830,229,394,13856,14316,201,264,14803,12548,323,435,25308,20292,3323,5282,205466,204943,436,523,17906,26115,1089,1702,59085,67321,559,1206,31914,34440,325,575,24137,20099,389,563,31426,24266,525,713,40995,32699,705,1086,41164,43138,85,102,3757,5173,237,377,12635,14515,151,278,9387,9204,72,108,4394,4397,73,104,4984,4506,87,117,6005,5340
10,DE,Delaware,5,47583,93031,4070875,4127004,1292,1744,74684,109873,7321,14000,545739,631828,8087,21342,659015,700952,7426,16673,632114,643878,9148,16026,827701,795771,14309,23246,1331620,1244701,44950,88493,3852180,3899375,1125,1537,65351,95617,6535,12729,489878,564269,7620,20286,621230,660520,7115,16059,604667,616932,8737,15386,788546,759756,13818,22496,1282505,1202279,1723,2834,135768,148595,196,232,10636,16650,632,985,45337,54574,268,629,22479,23365,149,268,12458,12626,195,312,19104,17070,283,408,25753,24308,2248,3791,186842,194370,137,164,7466,11620,668,1039,47195,57516,404,899,32251,35026,250,483,22223,21662,352,538,33522,30803,437,668,44183,37741,385,747,31852,33258,30,43,1865,2635,118,232,8664,10042,63,157,5533,5405,61,131,5223,5282,59,102,5633,5211,54,82,4932,4681
10,DE,Delaware,6,84948,200376,11404662,11721460,623,954,49739,78736,9144,21592,1011981,1222352,15439,49478,1960460,2144445,15225,42732,2044450,2140872,18511,38195,2643414,2582410,26006,47425,3694614,3552642,80657,191716,10820796,11127471,542,845,42988,67097,8265,19905,918636,1104709,14680,47522,1868120,2042111,14666,41460,1971380,2063961,17546,36388,2484986,2444500,24958,45596,3534683,3405089,2527,4961,317279,345653,89,115,6401,11407,785,1358,81991,104104,493,1342,60679,68430,311,705,41099,42807,337,597,49398,47334,512,844,77708,71567,3735,7363,512673,518320,64,84,5763,9311,756,1353,80469,101514,645,1616,78649,87175,462,1046,60743,63618,870,1633,143322,124341,938,1631,143724,132359,556,1297,71191,75668,17,25,987,2326,123,334,12875,16128,114,340,13690,15158,97,226,12325,13292,95,174,15105,13568,110,198,16206,15193
10,DE,Delaware,7,33710,88473,14047303,14369888,40,49,10972,13382,1703,4317,418453,507003,5790,20224,1811486,2038683,7844,25728,3255513,3407177,9134,20853,4142503,4257399,9199,17302,4408374,4146240,31695,83974,13332803,13563949,40,49,10972,13382,1525,3934,376144,453515,5512,19422,1727720,1943653,7562,24975,3141254,3295270,8421,19338,3877976,3930177,8635,16256,4198736,3927949,1166,2644,439170,451293,18,18,2199,4940,176,345,39117,54630,257,769,77566,96336,192,499,61170,72599,249,538,150999,115482,274,475,108115,107303,1829,4077,652507,738052,0,0,0,0,158,344,38564,48104,246,702,74708,85068,251,673,101535,97699,645,1375,236946,299243,529,983,200752,207936,186,422,61992,67885,0,0,0,0,20,39,3744,5383,32,100,9058,9961,31,80,12723,14207,68,140,27580,27978,35,63,8886,10354
11,DC,District of Columbia,0,298906,474865,42138475,41059910,35854,41165,1717108,1616512,91719,128403,7158880,8460838,64165,127419,10037307,10475789,36985,74526,8360946,7407133,30322,49019,6420549,5814305,39861,54333,8443682,7285331,265665,432770,39120854,38149818,24673,29331,927087,1103015,77838,111554,6162110,7275868,59835,120132,9482625,9904206,35393,71617,8067807,7148788,29213,47285,6224633,5620958,38713,52851,8256590,7096981,31810,45054,3588713,3775621,5607,6085,266250,289325,14423,18566,1338495,1497901,6319,11603,956347,1002955,2445,4489,444815,445362,1505,2314,285766,283024,1511,1997,297038,257050,33241,42095,3017620,2910092,11181,11834,790021,513496,13881,16849,996770,1184969,4330,7287,554682,571583,1592,2909,293138,258344,1109,1734,195915,193347,1148,1482,187092,188349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,1,16507,23573,377542,85395,3599,4617,141239,20007,4221,6885,74387,23174,2369,4172,40559,12611,1519,2248,34603,7841,1588,1980,27639,7884,3211,3671,59113,13875,14604,21278,296681,75235,2796,3710,89053,15544,3565,6052,57672,19663,2191,3939,36233,11696,1439,2143,32340,7437,1499,1876,25403,7460,3114,3558,55978,13431,1525,1902,46647,8015,477,544,16311,2628,484,625,12042,2540,222,330,6531,1176,100,124,2674,538,95,116,3438,466,147,163,5648,664,1903,2295,80860,10160,803,907,52186,4463,656,833,16714,3510,178,233,4325,915,80,105,2262,403,89,104,2236,423,97,113,3135,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,2,33946,57882,941414,589646,7793,9966,306715,135505,9896,19254,210764,171659,5905,13471,143044,102870,3284,6063,81794,56966,2868,4072,92741,50328,4200,5056,106354,72316,29566,52123,707884,512576,5577,7501,139035,95943,8555,17344,174127,148234,5513,12717,132055,96012,3121,5781,74843,54242,2752,3902,88424,48369,4048,4878,99398,69774,2984,4298,103021,51820,1014,1155,42669,17551,1039,1571,29202,18276,466,895,13871,7963,196,327,5767,3383,119,169,5313,2076,150,181,6198,2569,4380,5759,233529,77069,2216,2465,167680,39561,1341,1910,36636,23425,392,754,10988,6858,163,282,6950,2723,116,170,4317,1959,152,178,6956,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,3,56264,88592,2231434,2105351,10875,12389,529310,402890,16507,26368,561201,620484,10024,21400,364569,375700,6447,11972,249384,240626,5968,8537,240366,224248,6443,7926,286601,241400,48189,78964,1735188,1803659,6847,8199,193249,253426,13692,22870,454378,514445,9409,20359,339975,352562,6179,11520,237675,230637,5784,8276,231633,217384,6278,7740,278274,235203,5143,7003,207780,194062,1514,1647,54468,55879,2083,2792,82625,80076,750,1390,33622,28335,355,611,15778,13280,236,322,10424,8785,205,241,10862,7704,8075,9628,496246,301691,4028,4190,336060,149463,2815,3498,106822,106039,615,1041,24594,23138,268,452,11708,9988,184,261,8732,6863,165,186,8327,6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,4,50124,68052,2745733,3111853,8207,8536,349011,501229,19090,23156,1000669,1196259,7902,14403,457673,491128,4683,8371,275323,288942,4498,6425,283488,277017,5744,7161,379566,357276,43211,60170,2395843,2685011,5670,5935,235471,347301,15848,19540,838144,993947,7252,13415,418062,450566,4495,8066,263334,277287,4359,6244,273742,268540,5587,6970,367088,347367,5729,7035,317992,356505,1369,1427,62129,83808,2899,3325,159637,182353,780,1302,47763,48455,282,471,20478,17483,190,265,12272,11637,209,245,15712,12767,6913,7882,349889,426841,2537,2601,113540,153928,3242,3616,162524,202311,650,988,39611,40561,188,305,11989,11654,139,181,9745,8476,157,191,12477,9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,5,36067,46610,2828908,3126345,3492,3620,207089,297843,15040,16756,1104161,1301776,6884,10616,570666,601331,3416,5831,294243,297417,2942,4286,258876,255677,4293,5501,393871,372298,31894,41815,2529719,2765922,2481,2579,146245,211651,12786,14269,944120,1106773,6342,9868,526862,553852,3268,5597,281313,284528,2847,4154,250099,247471,4170,5348,381078,361644,4758,5695,367642,412700,756,784,47591,65119,2708,3015,203017,234596,750,1135,64505,65720,249,388,20753,21687,152,207,15913,13142,143,166,15861,12434,4173,4795,299188,360422,1011,1041,60844,86192,2254,2487,160040,195003,542,748,43803,47478,148,234,12930,12888,95,132,8776,8205,123,153,12793,10653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,6,61879,88823,8162536,8575790,1750,1884,155052,216432,19435,23500,2174844,2615856,16901,26170,2275212,2372985,8839,15262,1253481,1258915,6441,9988,948954,915793,8513,12019,1354990,1195806,56497,81640,7515676,7846264,1210,1303,103694,149234,16740,20284,1880776,2254169,15642,24182,2105949,2198616,8439,14576,1198323,1201759,6203,9607,910804,880938,8263,11688,1316128,1161546,7432,10327,913898,1021740,443,489,37795,56024,3706,4652,412070,501568,1926,3074,259698,270463,695,1169,101125,99792,335,491,53753,47683,327,452,49454,46207,5382,7183,646859,729525,540,581,51358,67198,2695,3216,294067,361687,1259,1988,169263,174368,400,686,55157,57156,238,381,38150,34854,250,331,38861,34260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,7,44119,101333,24850905,23465528,138,153,28688,42602,7530,12484,2032852,2531626,14180,37187,6185581,6519161,8797,24779,6172115,5256424,6017,13731,4568482,4083356,7457,12999,5863184,5032356,41704,96780,23939859,22461148,92,104,20338,29914,6652,11195,1812888,2238633,13486,35652,5923486,6240898,8452,23934,5979976,5092895,5769,13226,4444525,3950792,7253,12669,5758643,4908013,4239,8794,1631729,1730775,34,39,5283,8313,1504,2586,439900,478490,1425,3477,530355,580840,568,1399,278238,289196,378,744,184651,199232,330,549,193300,174702,2415,4553,911046,1004379,46,49,8350,12688,878,1289,219963,292993,694,1535,262095,278262,345,845,192138,163528,248,505,123956,132564,204,330,104540,124342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,FL,Florida,0,9266686,17349162,977835895,925650183,926281,1139089,29402700,28604313,1620855,2935310,84487697,95331985,1610165,3995749,140778997,147152924,1478255,3302983,173276904,173735323,1558146,2726181,230593253,207815817,2072984,3249850,319296341,273009817,8534594,16099695,901103913,855010328,791215,976047,24528121,24218784,1428795,2613136,73651393,83100359,1485921,3713465,129660729,135766659,1389243,3124259,160401625,162274472,1467650,2575824,211674943,191888595,1971770,3096964,301187098,257761456,302401,501715,26730572,23582887,62014,74535,3180828,2033621,81541,135918,4638757,5069280,45954,106154,4015386,3997075,29908,59250,3318479,3134031,29234,46959,3986532,3324404,53750,78899,7590587,6024473,357296,615209,49647759,44318536,62948,74832,2565391,2113940,85733,142604,5483437,6078319,55461,130644,6429549,6323767,41234,86653,8197459,7189529,49748,85096,13659965,11449350,62172,95380,13311955,11163628,374796,634258,27084222,26321318,72118,88210,2309187,2271588,106327,179570,5352866,6153307,68783,151640,4688717,5062497,47778,92071,4677819,4271322,40748,65261,5258344,4477871,39042,57506,4797287,4084732
12,FL,Florida,1,683464,913988,14205738,3620092,115089,131781,3352661,676257,101364,140100,1752937,580291,72157,114385,1286942,399143,71087,99728,1403815,381747,101598,130097,2051089,518255,222169,297897,4358291,1064397,620991,832403,12417667,3278659,96931,111041,2715752,569221,88201,121557,1482451,504444,64564,102405,1109780,357184,65283,91691,1217372,350576,95023,121955,1843162,485327,210989,283754,4049148,1011905,29506,38954,966739,160701,8698,9996,436177,51281,6180,8866,130039,35035,3322,5481,83452,18344,2364,3297,59887,12601,2732,3429,81623,13602,6210,7885,175559,29836,30078,39336,955832,162274,8718,9812,364619,51106,6181,8726,131405,35081,3515,5676,82995,19216,2552,3659,76607,13411,3136,3919,118141,15404,5976,7544,182062,28053,32395,42249,832238,179158,9440,10928,272288,55929,6982,9817,139081,40765,4078,6304,94166,22741,3252,4378,109836,17759,3439,4223,89784,17524,5204,6599,127080,24437
12,FL,Florida,2,1709374,2933709,40992562,29678620,341839,431857,8129277,5956515,344072,670394,7113281,6021090,278280,653425,6143094,4861854,210837,408187,4883341,3663471,211645,318754,5534653,3670136,322701,451092,9188914,5505552,1562111,2696641,36767652,27133961,294634,374282,6676385,5137325,305982,600855,6226244,5359112,255955,603458,5588129,4476783,197347,383882,4495223,3431464,200105,302381,5126984,3471863,308088,431783,8654684,5257412,65067,101975,2216708,1128503,21263,25573,967388,370912,16587,29735,408178,290090,8800,19648,220927,152201,5293,9425,165294,91378,4602,6428,151431,79081,8522,11166,303487,144838,64778,99857,2108249,1120695,21523,25362,770459,374826,15987,28005,402493,278118,8825,19385,242478,151543,5403,9585,170252,93078,5176,7222,211498,89106,7864,10298,311067,134022,82485,137211,2116660,1423963,25682,32213,682432,444363,22103,41534,484543,383858,13500,30582,312486,233528,8087,14720,217865,138928,6364,9151,196171,109166,6749,9011,223161,114118
12,FL,Florida,3,2413684,4105101,89512753,88249796,348892,415834,10951956,12115001,539791,906917,17894009,19838118,429337,964739,15509649,15886092,363791,707425,13690737,13462539,360488,560016,14719184,13326929,371385,550170,16747214,13621115,2224495,3812222,82097078,81362045,300357,358597,9322562,10420107,481466,815165,15842574,17683839,399432,902204,14338224,14781666,344078,672503,12788455,12733863,343795,535905,13908390,12709549,355367,527848,15896871,13033019,79083,119917,3543382,2865051,21452,25684,1106803,750118,24556,38138,901459,902260,10648,22238,417488,391027,6888,12069,297133,251584,6204,8840,304529,227487,9335,12948,515968,342572,81349,123828,3471574,2953041,22403,26418,831708,778870,24030,37683,879908,885023,11293,23873,471836,416389,7384,13015,358382,272114,7183,10227,404520,266557,9056,12612,525218,334086,107840,169051,3944100,3934709,26132,30819,797685,916023,34295,54069,1171527,1269255,18612,38662,699589,688036,12329,21907,543899,456561,9510,13884,406273,350822,6962,9710,325124,254009
12,FL,Florida,4,1433624,2559029,86521597,88021114,82020,104146,3613574,4900035,288119,483054,15119916,17523091,273746,620597,15746840,16777384,243500,492569,14676658,14975801,247581,410404,16347637,15267512,298658,448259,21016971,18577289,1325079,2381214,80001308,81365844,68252,86839,3010342,4071929,253156,428486,13265132,15387095,253022,576862,14513960,15503766,229943,467865,13813674,14142183,235315,391649,15400037,14509549,285391,429513,19998160,17751319,44302,72113,2725547,2715785,6617,8227,371146,398660,14498,23084,762046,885721,7307,16093,439865,448547,4284,7873,276041,263140,4092,6285,299973,252540,7504,10551,576474,467173,49124,81072,3143923,3023838,6409,8172,294246,386893,14897,23701,821512,914507,8615,19243,535854,530740,5378,9831,362420,331927,6071,9188,511887,376957,7754,10937,618001,482811,59421,96743,3376365,3631431,7359,9135,308984,441213,20066,30867,1033270,1221488,12109,24492,697025,742877,8179,14873,500562,501690,6195,9567,435712,381004,5513,7809,400809,343157
12,FL,Florida,5,884041,1778563,76209463,76540658,22921,32823,1310390,1949669,143359,279073,10501001,12349654,164706,429935,13224639,14264540,154197,354393,13042065,13353588,167384,307964,15309056,14506826,231474,374375,22822309,20116378,819044,1660109,70716892,70918809,18573,26902,1076308,1579641,124182,246092,9107273,10696500,151818,399698,12184177,13147558,145257,336277,12253943,12578877,158390,293085,14365012,13726145,220824,358055,21730176,19190085,26380,47211,2223016,2280449,2339,2953,137905,199614,8006,13924,576891,689217,4444,10926,363583,386027,2786,5683,245520,241751,2884,4841,294820,249607,5921,8884,604295,514232,32777,58988,2918550,2841907,2188,2844,121295,186594,9280,15719,698837,800185,5827,14091,488649,506747,3947,8081,368156,343673,4985,8209,555114,433541,6550,10044,686497,571163,32220,59466,2574020,2779942,2160,3077,112786,183434,9897,17262,694890,852968,7061,16146,551812,610234,4993,10035,419965,431036,4009,6670,388930,347138,4100,6276,405635,355130
